0,2024-02-04 15:01:38
1,390.75
2,+4.31
3,(+1.12%)
4,"3,808,499"
5,Bearish
6,435.00
7,177.66
8,+7.18
9,(+4.21%)
10,"82,134,266"
11,Bearish
12,182.11
13,187.91
14,-0.95
15,(-0.50%)
16,"110,612,672"
17,Bearish
18,210.30
19,18.20
20,-0.40
21,(-2.15%)
22,"52,991,503"
23,Bullish
24,17.95
25,5.54
26,-0.17
27,(-2.98%)
28,"56,919,298"
29,Neutral
30,N/A
31,185.85
32,-1.01
33,(-0.54%)
34,"102,551,680"
35,Bearish
36,200.27
